residences-ID,x-coordinate,y-coordinate,House-price,House-rent,capacity
148, 113.8257284, 22.65217284, 1120121, 22628.7, 1
800, 114.2713839, 22.59147039, 999000, 19980, 1
789, 113.9237689, 22.50413218, 2084400, 41688, 1
0, 114.08516575967163, 22.548782461573214, 1949126, 35201.22518149439, 0
1077, 113.9105138, 22.58366547, 1737450, 35100, 1
620, 113.9317283, 22.49017464, 2143854, 42877.08, 1
244, 113.9574537, 22.57223028, 1942380, 39240, 1
337, 114.1354574, 22.69815314, 938223, 18954, 1
81, 114.0407151, 22.71409815, 899100, 17982, 1
431, 114.2116775, 22.71566268, 1045143, 23311.562078764804, 0
1022, 113.9031903, 22.57336645, 2653728, 53610.66, 1
300, 113.883369, 22.59400215, 1652400, 33048, 1
86, 113.9845005, 22.54563949, 2543805, 51390, 1
1342, 113.8688348, 22.55791811, 1674000, 33480, 1
1005, 114.2988156, 22.77291042, 692621, 15448.67398584749, 0
334, 113.9940942, 22.66668585, 1389292, 28350, 1
18, 114.1368988, 22.67066874, 977400, 19548, 1
230, 113.8930961, 22.58007421, 1418080, 31629.795176537857, 1
106, 114.257763, 22.69628148, 1620000, 32400, 1
126, 114.3084143, 22.69174742, 823444, 16635.24, 1
905, 114.1142512, 22.55208526, 1750810, 35016.2, 1
1299, 114.1051182, 22.56608791, 1132650, 22653, 1
585, 113.9657245, 22.55509926, 3015852, 60926.3, 1
1501, 113.8900357, 22.56533147, 1382400, 27648, 1
134, 113.9232246, 22.49075521, 1751549, 35742.24, 1
985, 114.03878, 22.60185337, 2317950, 46359, 1
1473, 113.9027451, 22.55591932, 1879119, 41913.115451078396, 1
500, 114.0387322, 22.56494399, 1427382, 31837.27404107521, 1
94, 114.0908567, 22.56083649, 2224800, 44496, 1
983, 114.1762171, 22.64703616, 994356, 20088, 1
261, 113.9254412, 22.49806383, 2062350, 41247, 1
1101, 113.9078936, 22.51408319, 1998000, 44119.068895872, 1
286, 114.2138858, 22.7535822, 796500, 15930, 1
1460, 114.1376447, 22.57401299, 1855971, 37494.36, 1
96, 113.9131014, 22.50435826, 2405453, 53116.28960599699, 1
556, 114.0480173, 22.51930582, 2318530, 47790, 1
271, 114.0306166, 22.56827822, 2141775, 42835.5, 1
635, 114.2487939, 22.59399093, 1368288, 27365.76, 1
1424, 113.8877196, 22.49878479, 1662768, 33255.36, 1
203, 114.2631808, 22.70374803, 684288, 13824, 1
645, 114.2209095, 22.72832054, 976500, 21562.698086495995, 0
618, 114.2356595, 22.56404745, 1075883, 21735, 1
218, 114.1281667, 22.69269459, 702999, 15680.155567046402, 1
1127, 113.8947251, 22.57459705, 1305801, 26116.02, 1
257, 113.8936399, 22.76805679, 983124, 21708.966711303936, 0
1157, 114.0294657, 22.63053454, 1436738, 29025, 1
1156, 114.2260265, 22.73332349, 1409400, 28188, 1
344, 114.03412, 22.55356374, 2034153, 41094, 1
774, 114.2246353, 22.55317367, 1133519, 23802.718037858638, 1
1287, 114.1171319, 22.567793, 1344600, 26892, 1
895, 114.0766158, 22.57425922, 2592000, 51840, 1
1454, 113.9403372, 22.5896344, 1908900, 38178, 1
1395, 114.051767, 22.56786803, 1441321, 28782.6077126304, 1
590, 114.2078712, 22.6531411, 1107000, 22140, 1
199, 114.0899097, 22.55059307, 1535544, 30710.88, 1
448, 114.0390147, 22.52935351, 1611990, 37429.774533524156, 0
616, 113.8511874, 22.57309821, 2096550, 41931, 1
523, 113.8772696, 22.56713794, 2386800, 47736, 1
289, 114.3062945, 22.60154936, 756459, 15282, 1
919, 113.9213038, 22.5238211, 2272050, 50677.308866880005, 1
6, 114.3355732, 22.71003255, 1069200, 21600, 1
566, 113.8933719, 22.5757923, 1567188, 31343.76, 1
75, 114.2023, 22.65179365, 747900, 16514.8406542656, 0
909, 114.4162602, 22.63603056, 926829, 18536.58, 1
272, 114.0301127, 22.52337261, 2017143, 40342.86, 1
1008, 114.0039703, 22.63806732, 1518264, 30672, 1
914, 114.0652493, 22.53848359, 1803600, 36072, 1
1354, 114.0570772, 22.63420971, 978318, 21821.052994444803, 0
1332, 114.0623598, 22.62679902, 1854900, 37098, 1
741, 114.1727868, 22.6443289, 955800, 19116, 1
1100, 114.1245297, 22.57408031, 1652715, 33054.3, 1
707, 113.9367698, 22.75570779, 1401300, 30942.968590483204, 1
600, 113.9448743, 22.54952583, 2724803, 55046.52, 1
631, 113.9211362, 22.49684441, 1827360, 36547.2, 1
918, 114.1158478, 22.61100671, 943650, 18873, 1
1125, 113.8824722, 22.58724827, 2037628, 45907.67979705601, 1
350, 114.1325554, 22.54460362, 1508895, 30177.9, 1
535, 114.0519623, 22.62454193, 1323000, 26460, 1
821, 113.8684735, 22.58431758, 1130679, 22842, 1
30, 113.9479352, 22.56200681, 1818103, 36729.36, 1
266, 113.8988418, 22.56670695, 1309717, 29212.785645404547, 1
74, 114.0661372, 22.53257542, 1644354, 32887.08, 1
1361, 113.9216623, 22.54510949, 2791800, 55836, 1
700, 114.1277981, 22.58868764, 1288012, 26020.44, 1
995, 114.0360085, 22.57224267, 1983366, 40068, 1
25, 113.8875092, 22.5816675, 1701000, 34020, 1
611, 114.1239275, 22.54715471, 1425555, 31478.558188115523, 1
1051, 113.9164802, 22.51914492, 1588326, 32411.52, 1
467, 114.1042123, 22.53916777, 1891350, 37827, 1
852, 114.2466808, 22.72743507, 878897, 17577.94, 1
644, 114.3392882, 22.71090932, 1122660, 22680, 1
20, 114.300299, 22.60271959, 1031400, 20628, 1
1421, 114.1303614, 22.56337512, 1080000, 23848.14534912, 1
187, 113.892157, 22.60307552, 2053350, 41067, 1
173, 113.9120693, 22.54601377, 1368351, 30215.40142279047, 0
725, 114.0313345, 22.66527926, 1317631, 26887.68, 1
848, 114.0320278, 22.56413598, 1733400, 34668, 1
1120, 113.9248696, 22.49591843, 2265869, 45775.14, 1
332, 113.9680421, 22.58692978, 2232900, 44658, 1
516, 114.0229049, 22.7261621, 1282500, 25650, 1
938, 114.0656992, 22.6152615, 1236600, 24732, 1
711, 113.9206165, 22.51932572, 1844390, 37260.4, 1
763, 113.8614431, 22.58873239, 931810, 21636.22986798912, 0
202, 113.8507985, 22.7636276, 1224234, 24732, 1
1420, 114.1083256, 22.55539337, 1161000, 23220, 1
1133, 113.8130641, 22.77413682, 999000, 19980, 1
1049, 113.8482746, 22.57086139, 1895400, 37908, 1
945, 114.1258379, 22.55414779, 1884465, 38070, 1
754, 114.0378911, 22.55018212, 2195100, 43902, 1
1043, 114.2615814, 22.68973429, 943569, 19062, 1
89, 113.8295056, 22.71524041, 926451, 18529.02, 1
72, 113.9147203, 22.53618533, 1888731, 38156.18, 1
274, 114.0574293, 22.51811619, 1889100, 37782, 1
1034, 113.9097873, 22.57514024, 1647000, 32940, 1
1372, 114.063904, 22.52564087, 1504899, 30402, 1
329, 114.0665254, 22.54984625, 2108700, 42174, 1
697, 113.9261702, 22.51602169, 2487600, 49752, 1
323, 114.0976528, 22.53908736, 1485000, 29700, 1
79, 113.8282306, 22.78595423, 1266173, 25837.64, 1
1356, 114.11744, 22.56020933, 1557963, 31159.26, 1
714, 113.9383125, 22.57746684, 1947753, 38955.06, 1
1055, 113.8985783, 22.55517608, 2107126, 42568.2, 1
1334, 114.2548124, 22.58942621, 1024758, 22628.312714512515, 0
1059, 114.0123941, 22.55631542, 3268322, 59025.22065393361, 2
1297, 113.9235178, 22.5518927, 1826581, 36900.62, 1
521, 114.0858786, 22.55626271, 2766344, 52566.6791772, 2
490, 113.9011316, 22.78291302, 1242945, 25110, 1
776, 114.0985441, 22.56529973, 1834200, 36684, 1
1377, 114.2273386, 22.69887747, 1409400, 28188, 1
834, 114.2326329, 22.56220142, 1214681, 24786.86, 1
966, 114.1616938, 22.56889199, 1066527, 21546, 1
1404, 113.9064103, 22.53116699, 2289659, 46722.96, 1
1499, 113.9292544, 22.50163957, 2146500, 42930, 1
835, 114.1357676, 22.61672765, 1109700, 22194, 1
291, 114.0294284, 22.74531504, 1293300, 25866, 1
375, 114.2178435, 22.7323655, 1682100, 33642, 1
1097, 114.0385725, 22.54295442, 2298780, 46440, 1
960, 114.0345766, 22.5654001, 2168364, 43805.34, 1
1294, 114.0417775, 22.61856082, 1528956, 30888, 1
114, 114.0532281, 22.63081847, 1290991, 25819.82, 1
672, 114.006985, 22.55115679, 3154950, 63099, 1
868, 113.8929912, 22.58353792, 1644278, 36308.315498481796, 1
1366, 114.025815, 22.64293203, 1305761, 26379, 1
35, 114.1782169, 22.65210551, 1064772, 21295.44, 1
24, 114.1153759, 22.58237572, 1210869, 24462, 1
1320, 114.1378032, 22.67252639, 967626, 19548, 1
656, 114.2335964, 22.55546638, 2359280, 42608.11529740615, 0
398, 114.2618871, 22.72814276, 1047600, 23132.700988646404, 1
956, 114.1215024, 22.62649237, 1059717, 22252.960766423515, 1
216, 114.0679432, 22.6297239, 1547100, 30942, 1
881, 113.9512853, 22.55026759, 2519775, 50395.5, 1
1301, 113.8786763, 22.56727357, 1949400, 38988, 1
1247, 113.8987779, 22.5518305, 1733886, 35028, 1
1230, 114.1117052, 22.6032368, 770850, 15417, 1
1341, 113.9734476, 22.56619975, 2019600, 40392, 1
67, 114.296628, 22.77622703, 739800, 14796, 1
170, 114.2307736, 22.72322821, 1360183, 27756, 1
1091, 114.1191832, 22.6179681, 1471460, 29726.46, 1
897, 113.9109561, 22.51688356, 2070933, 41837.04, 1
263, 114.1180708, 22.5549898, 1797072, 35941.44, 1
728, 114.1080421, 22.5538029, 1407058, 28425.42, 1
181, 113.9248777, 22.5101007, 1880874, 37617.48, 1
1094, 114.2658949, 22.72232383, 954900, 19098, 1
1119, 114.1346242, 22.56420859, 1205376, 24597, 1
1468, 114.1245947, 22.56014845, 1422036, 28728, 1
445, 114.1655823, 22.63742314, 588060, 11880, 1
1456, 114.0134819, 22.6269261, 2354592, 47567.52, 1
530, 114.0459686, 22.60518174, 1151127, 23490, 1
38, 114.0209658, 22.64238649, 1235817, 24966, 1
284, 114.3685244, 22.73435966, 744026, 15336, 1
1219, 114.0499952, 22.60340822, 1300050, 26001, 1
33, 114.0562809, 22.56726053, 1606473, 35831.838387052805, 1
296, 113.9750147, 22.53820363, 2116231, 43183.98, 1
816, 114.0592883, 22.57054481, 1652440, 36857.109902520395, 1
684, 113.843812, 22.78331101, 1044900, 20898, 1
447, 113.8865032, 22.57412312, 1455769, 29409.48, 1
958, 113.96299, 22.55379971, 2598750, 51975, 1
388, 114.1572376, 22.564784, 1607275, 32470.2, 1
1450, 114.1337266, 22.61583575, 1183248, 23904, 1
812, 114.1220831, 22.59238119, 1337850, 26757, 1
1275, 114.1434636, 22.54488498, 1182600, 23652, 1
0, 113.95045474561937, 22.548782461573214, 2968970, 53619.35256470799, 0
362, 113.8722775, 22.78509022, 1304100, 26082, 1
491, 114.2847063, 22.61727035, 1470150, 29700, 1
1037, 114.2316134, 22.71839642, 947700, 20926.7475438528, 0
973, 114.1056468, 22.59296702, 919512, 18576, 1
817, 114.2158332, 22.72542769, 1160495, 23681.16, 1
729, 114.0966175, 22.55546143, 2286514, 41293.94309383589, 0
472, 114.0870308, 22.53805308, 1533634, 30982.5, 1
573, 113.8979427, 22.56079451, 1697643, 32239.436299818764, 1
1449, 114.0233353, 22.66876881, 1275502, 26028, 1
225, 114.0755021, 22.54166278, 1496438, 30231.08, 1
610, 114.0388693, 22.64516673, 1204200, 24084, 1
144, 113.9192187, 22.51529625, 1735742, 34714.84, 1
832, 114.1302009, 22.54673799, 1447590, 32288.003988173572, 1
1223, 114.245619, 22.59661344, 1174944, 23976, 1
1177, 114.1045952, 22.54499207, 1185615, 23712.3, 1
1112, 114.3354208, 22.70099604, 946308, 19117.34, 1
625, 113.8566761, 22.60489379, 558871, 12465.425573985023, 0
233, 114.3971072, 22.61991195, 540000, 11924.07267456, 0
234, 113.8828341, 22.76829712, 825943, 18422.383139570302, 0
515, 114.1099815, 22.53958395, 1511562, 30536.6, 1
546, 113.9118059, 22.53206835, 1808730, 36540, 1
786, 113.9485403, 22.54665421, 3888228, 70220.57049634555, 2
342, 114.0284261, 22.61262518, 1534623, 31002.48, 1
1121, 113.8467509, 22.76617068, 1026432, 20736, 1
752, 114.1312415, 22.58391307, 1726758, 34884, 1
32, 114.0030935, 22.55296292, 3537000, 70740, 1
580, 113.8090237, 22.67096156, 1007100, 20142, 1
1436, 114.1085199, 22.56635246, 1229580, 24840, 1
998, 114.0250383, 22.65376344, 1885032, 37700.64, 1
756, 113.8771498, 22.58317542, 1290690, 25813.8, 1
557, 114.2190045, 22.55934086, 1224359, 24734.52, 1
304, 113.9599954, 22.53801419, 1924560, 38880, 1
630, 114.0787702, 22.53211585, 1739448, 34788.96, 1
191, 113.9410532, 22.59262983, 1625400, 32508, 1
813, 114.2333796, 22.74669721, 1010394, 20412, 1
253, 114.021714, 22.53828784, 1954800, 39096, 1
1268, 114.2300401, 22.56002957, 1177610, 26003.53189312704, 1
197, 114.0278292, 22.66347045, 1170181, 24120, 1
1489, 114.0357241, 22.55844362, 2034234, 40684.68, 1
1239, 113.9178804, 22.50930654, 1932579, 39042, 1
8, 114.2360187, 22.58560019, 1215000, 24300, 1
710, 114.0548687, 22.57485599, 1398127, 27962.54, 1
629, 113.9195337, 22.53600685, 2070423, 41408.46, 1
1296, 114.1019817, 22.55545414, 1497433, 29948.66, 1
150, 114.0755723, 22.65681014, 1048950, 20979, 1
1394, 113.9670167, 22.5555286, 2130715, 43044.74, 1
485, 114.1133325, 22.60835034, 1039500, 20790, 1
1330, 113.9546771, 22.57226922, 1790910, 36180, 1
772, 114.2304546, 22.72647858, 1167005, 23814, 1
214, 113.8845256, 22.55733132, 2311200, 46224, 1
183, 114.011517, 22.53943617, 2439290, 44053.055518409994, 0
732, 114.0370696, 22.52502988, 1880456, 37989, 1
1300, 113.9168393, 22.50547271, 2277450, 45549, 1
916, 114.0398734, 22.6096886, 1350000, 27000, 1
884, 114.0382715, 22.5323228, 1621944, 32438.88, 1
354, 114.0504754, 22.52944558, 2346894, 47412, 1
561, 114.1231488, 22.55384302, 2064261, 41702.24, 1
137, 114.1314078, 22.61571589, 1108800, 22176, 1
1490, 114.2492833, 22.72174575, 972000, 19440, 1
933, 113.9307944, 22.49371005, 2472525, 49950, 1
1310, 113.8072593, 22.73892823, 1351228, 27297.54, 1
400, 114.4024605, 22.6380323, 978318, 19764, 1
140, 114.1052288, 22.69936491, 810000, 16200, 1
804, 113.8877406, 22.567384, 1126670, 22761, 1
281, 114.0382302, 22.57611433, 1607814, 32156.28, 1
1143, 113.9360299, 22.74693106, 1401300, 28026, 1
1462, 114.2965968, 22.77149148, 567000, 11340, 1
1064, 114.1198132, 22.5804568, 1359981, 27199.62, 1
130, 114.2403567, 22.74206046, 1002375, 20250, 1
1279, 113.8617546, 22.57976222, 1652400, 33048, 1
649, 114.0213417, 22.63478661, 1543658, 31185, 1
1451, 114.1357206, 22.62069114, 1090584, 22032, 1
773, 114.0655351, 22.56773596, 1531629, 30942, 1
1383, 113.8729908, 22.56690739, 2254500, 45090, 1
1284, 114.2515448, 22.72856246, 814050, 16281, 1
1453, 113.9094662, 22.56709149, 1763100, 38932.0972824384, 1
665, 114.0352336, 22.63158047, 1466100, 29322, 1
474, 114.2446094, 22.74871239, 832653, 16653.06, 1
1054, 114.1142869, 22.59094825, 1171800, 23436, 1
504, 114.2421034, 22.72895213, 931541, 18819, 1
164, 113.8347229, 22.78113656, 1261656, 25488, 1
108, 114.062123, 22.5503731, 1330816, 26616.32, 1
815, 113.8821573, 22.57955862, 1047923, 21384, 1
1001, 114.0596743, 22.62833521, 1433700, 28674, 1
1371, 113.9519058, 22.54701975, 3363653, 60746.844978018, 0
145, 114.1022167, 22.54203109, 1401300, 28026, 1
1063, 114.0322396, 22.55069507, 3537000, 70740, 1
1066, 113.9225972, 22.50748663, 1815858, 36684, 1
269, 114.2202649, 22.67212728, 952200, 19044, 1
110, 114.3900155, 22.74441126, 534600, 10800, 1
1048, 114.0367893, 22.61215185, 1622164, 33102, 1
227, 114.1518706, 22.62661899, 911493, 18414, 1
1146, 113.9083037, 22.57794579, 1557717, 31469.04, 1
1410, 114.0397387, 22.53194191, 1910250, 42181.407086256004, 1
1062, 114.2294995, 22.75382809, 969858, 19791, 1
275, 113.9740354, 22.55746462, 1971427, 39826.8, 1
1204, 114.1154065, 22.58507509, 1212718, 24254.36, 1
435, 114.1506243, 22.55492628, 1269675, 25650, 1
1248, 114.049334, 22.62386555, 1574100, 31482, 1
633, 113.922905, 22.52892951, 2019184, 40791.6, 1
1363, 113.8970428, 22.57715634, 1354077, 27081.54, 1
167, 113.9348085, 22.54579039, 2249100, 44982, 1
493, 114.0570783, 22.61243426, 1335600, 26712, 1
1353, 114.0415587, 22.55246041, 1746261, 34925.22, 1
865, 114.1306867, 22.60230633, 1291539, 27121.001872766403, 0
1030, 114.1704436, 22.64268317, 321760, 6565.86, 1
102, 113.8697869, 22.56524438, 2139750, 42795, 1
66, 114.2542881, 22.59192917, 1084860, 21697.2, 1
628, 114.1078769, 22.53687969, 1339399, 30176.60402336602, 1
1217, 113.8155475, 22.72749727, 1296672, 26460, 1
1434, 114.2335782, 22.55134637, 1403325, 28350, 1
0, 114.08516575967163, 22.544436945091512, 1698400, 30673.120663978298, 0
1196, 114.3265685, 22.67727231, 1034451, 20898, 1
219, 114.2771994, 22.76753352, 1094472, 24167.710496798212, 0
520, 113.9313764, 22.49820515, 2856101, 57699, 1
1333, 114.0331052, 22.56855579, 2082267, 42066, 1
955, 113.9182477, 22.54568435, 1496880, 30240, 1
1276, 114.1327359, 22.57133974, 1393604, 27829.7393159682, 0
1444, 114.1367994, 22.5629164, 1341000, 26820, 1
1123, 114.1012191, 22.56509162, 1756108, 35476.92, 1
696, 113.9194543, 22.52883008, 1853354, 40925.05145867866, 1
543, 114.100237, 22.56271802, 700746, 14443.92, 1
378, 113.9137794, 22.55581774, 2525985, 51030, 1
1238, 114.0541074, 22.62697383, 1421047, 28998, 1
639, 114.0957448, 22.54442098, 2411100, 53240.98449191041, 1
374, 114.248107, 22.5904246, 1122116, 22669.02, 1
766, 114.0262448, 22.63187249, 1498500, 29970, 1
533, 113.8245459, 22.74361825, 820422, 16408.44, 1
205, 114.2288876, 22.70270774, 834124, 16682.48, 1
1096, 113.9196572, 22.51147003, 1539000, 30780, 1
1288, 114.0798653, 22.55926977, 2553089, 51577.56, 1
267, 113.8178167, 22.73212112, 1053162, 21276, 1
377, 113.8866185, 22.54924298, 2694384, 54432, 1
820, 114.364301, 22.74693896, 515295, 11378.54634969888, 1
738, 114.047965, 22.51203568, 2319489, 46858.36, 1
1183, 114.0591583, 22.56203771, 2031300, 40626, 1
671, 114.2215604, 22.73269285, 902325, 18228.78, 1
1103, 114.0615065, 22.56363477, 1888555, 38538, 1
1020, 114.1076893, 22.61655363, 919350, 18387, 1
386, 114.1077031, 22.54312701, 1277694, 25812, 1
55, 113.8361658, 22.64005263, 1438595, 29062.52, 1
484, 113.8236042, 22.71840044, 1431000, 28620, 1
1305, 113.8624756, 22.5662248, 2272050, 45900, 1
912, 114.0493693, 22.63206898, 562464, 11249.28, 1
1190, 114.1043673, 22.56109889, 1336500, 27000, 1
553, 113.9868777, 22.56314355, 2141100, 42822, 1
676, 113.890255, 22.50393848, 2576772, 52056, 1
492, 113.9441519, 22.55910688, 1603800, 32400, 1
1150, 113.9379276, 22.50942693, 6044430, 109161.15299275058, 8
745, 113.8874259, 22.49073209, 2860650, 57213, 1
198, 114.2599286, 22.7221789, 927148, 18730.26, 1
809, 113.8201561, 22.67580759, 909000, 18180, 1
372, 113.8600693, 22.61680203, 1270210, 25920, 1
56, 113.8419877, 22.76843068, 889908, 17977.94, 1
184, 113.8852022, 22.48394619, 2934009, 58680.18, 1
1343, 113.9179884, 22.53136052, 1736510, 38344.94711129664, 1
321, 114.0521542, 22.71887003, 1355400, 27108, 1
667, 113.935579, 22.53639634, 2540419, 51840, 1
63, 114.3298608, 22.67928296, 1034451, 20898, 1
70, 113.8829829, 22.56603833, 1455894, 29412, 1
1419, 114.065254, 22.55279516, 2322000, 46440, 1
370, 114.1194332, 22.69858259, 820800, 16416, 1
1142, 114.2507405, 22.71255687, 990900, 19818, 1
418, 114.1029863, 22.59680773, 882090, 19674.719913024004, 1
379, 113.8138057, 22.65911917, 2302263, 50837.68764435284, 1
1216, 114.0208325, 22.54356797, 3385800, 67716, 1
349, 114.0431475, 22.5291419, 1784274, 35685.48, 1
829, 113.9245373, 22.49098293, 1688357, 37281.651052966845, 1
730, 114.1494133, 22.61039668, 1112274, 22245.48, 1
1060, 114.0427627, 22.53393209, 1714730, 38246.46310365121, 1
1435, 114.0403402, 22.55778015, 2169900, 43398, 1
1109, 113.9577915, 22.5942434, 1975347, 39906, 1
739, 113.9022636, 22.56490518, 1831248, 36624.96, 1
1014, 113.9108471, 22.54381618, 1500408, 30311.28, 1
607, 113.9013736, 22.55437896, 1603800, 32400, 1
547, 114.304544, 22.77640915, 807727, 16317.72, 1
383, 114.1139303, 22.5495494, 1226880, 24537.6, 1
666, 114.0648044, 22.52783797, 1681317, 33966, 1
1304, 114.0107756, 22.63888777, 1755000, 35100, 1
1236, 113.8803084, 22.58326725, 1292098, 25841.96, 1
494, 113.9202953, 22.48964389, 1927143, 38542.86, 1
689, 114.0884103, 22.55690504, 3314250, 66285, 1
673, 114.116775, 22.57874888, 1336500, 26730, 1
810, 114.1248286, 22.57658164, 1228633, 23332.582535941798, 1
1319, 113.8894045, 22.5545948, 2588214, 46742.61048690239, 0
1491, 113.8909653, 22.50088445, 2438100, 48762, 1
1266, 114.1720306, 22.64868879, 1074386, 21924, 1
1025, 114.0143073, 22.64591725, 1088463, 22211.28, 1
658, 114.2933476, 22.77126038, 681750, 13635, 1
1290, 114.0580154, 22.62604388, 758437, 15321.96, 1
382, 113.9243591, 22.73817724, 1273567, 26743.572423244797, 0
1380, 114.0380274, 22.56928036, 1566592, 31968, 1
719, 114.2200589, 22.67903175, 1208196, 24408, 1
1357, 114.0051472, 22.55061219, 2580444, 51608.88, 1
195, 113.9062106, 22.53650882, 1961982, 39636, 1
